question,answer
"Ali ve Leyla Mısır gezisi için yerlerini ayırttılar. Fiyat kişi başı 147 dolar, ancak iki kişi oldukları için her birine 14 dolar indirim yapıldı. Seyahatleri ne kadara mal olur?","Ali ve Leyla'nın seyahati kişi başı 147 dolar. Her birine 14 dolar indirim yapıldığına göre, kişi başı ödeme:

147 - 14 = 133 dolar.

İki kişi oldukları için toplam ödeme:

133 * 2 = 266 dolar.

Seyahatleri toplamda 266 dolara mal olur."
Dina'nın 60 bebeği var. Ivy'den iki kat daha fazla bebeği var. Ivy'nin bebeklerinin 2/3'ü koleksiyoncu üretimi. Ivy'nin kaç tane koleksiyonluk bebeği var?,"Ivy'nin kaç tane bebeği olduğunu bulmak için Dina'nın bebek sayısını ikiye bölmeliyiz. Dina'nın 60 bebeği olduğuna göre, Ivy'nin bebek sayısı 60 / 2 = 30'dur. Ivy'nin bebeklerinin 2/3'ü koleksiyoncu üretimiyse, bu sayıyı 2/3 ile çarpmalıyız.

30 * 2/3 = 20

Ivy'nin 20 tane koleksiyonluk bebeği vardır."
"Viggo bir gömlek için 80 dolar harcadı. Gömleğin ödemesini 20 ve 10 dolarlık banknotlar kullanarak yaptı. Kasiyere 10$'lık banknotlardan bir tane daha fazla 20$'lık banknot verdiyse, kaç tane 10$'lık banknot vermiştir?",Viggo 2 tane 10$'lık banknot verdi.
Jericho'nun sahip olduğu paranın iki katı 60 dolar. Annika'ya 14 dolar borcu var ve Manny'ye de yarısı kadar borcu var. Tüm borçlarını ödedikten sonra Jericho'nun elinde ne kadar para kalacaktır?,"Jericho'nun sahip olduğu para miktarı 30 dolardır. Annika'ya 14 dolar borcu ve Manny'ye 7 dolar borcu vardır (Annika'ya olan borcun yarısı).

Toplam borcu: 14 + 7 = 21 dolardır.

Jericho'nun toplam parası: 30 dolar
Toplam borç: 21 dolar

Borçlarını ödedikten sonra Jericho'nun elinde kalan para: 30 - 21 = 9 dolar olacaktır."
Evcil hayvan dükkanında satılık 7 yavru köpek ve 6 yavru kedi vardır. İki yavru köpek ve üç yavru kedi satıldı. Dükkanda kaç evcil hayvan kalmıştır?,Dükkanda 8 evcil hayvan kalmıştır.
"Lee eskiden 400 metre engelli koşuyu Gerald'ın 400 metre engelli koşudan iki saniye daha hızlı koşabiliyordu.  Ancak Gerald diyetini değiştirdi ve bu da hızını %10 artırdı.  Eğer Lee 400 metre engelli koşuyu 38 saniyede koşuyorsa, Gerald daha iyi bir diyetle 400 metre engelli koşuyu saniye cinsinden ne kadar hızlı koşabilir?","Lee 400 metre engelli koşuyu 38 saniyede koşuyor, dolayısıyla Gerald önceden bu mesafeyi 40 saniyede koşuyordu (Lee'den 2 saniye daha yavaş). Gerald'ın hızı %10 arttığında, koşma süresi %10 azalır. 40 saniyenin %10'u 4 saniye olduğundan, Gerald'ın yeni süresi 40 - 4 = 36 saniye olur. Başka bir deyişle, Gerald 400 metre engelli koşuyu yeni diyetiyle 36 saniyede koşabilir."
"Bir YouTuber olan Allison, kanalına her gün 10 adet bir saatlik yemek inceleme videosu yüklüyor. Haziran ayının yarısında bu hızda videolar yükledi ve ardından kalan günlerde yüklediği video saatlerinin sayısını iki katına çıkardı. Ay sonunda yüklediği toplam video saati sayısı nedir?","Haziran 30 gündür. Ayın yarısı 15 gündür. Allison, ilk 15 gün boyunca günde 10 video yüklediği için bu dönemde toplam 150 video yüklemiştir. Her bir video bir saat uzunluğunda olduğu için 150 saat eder.

Kalan 15 gün boyunca video yükleme hızını iki katına çıkararak günde 20 video yüklemiştir. Bu dönemde 15 gün boyunca toplam 300 video yüklemiştir. Bu videolar da her biri bir saat olduğu için 300 saat eder.

Sonuç olarak, Allison ay sonunda toplam 450 saatlik video yüklemiştir."
"Ellen bir vazo üzerinde çiçek boyuyor. Bir zambağı boyaması 5 dakika, bir gülü boyaması 7 dakika, bir orkideyi boyaması 3 dakika ve bir asmayı boyaması 2 dakika sürüyor. Ellen'in 17 zambak, 10 gül, 6 orkide ve 20 sarmaşık boyaması ne kadar sürecektir?",Ellen'in tüm çiçekleri boyaması toplamda 253 dakika sürer.
Gerald'ın 20 oyuncak arabası vardı. Oyuncak arabalarının 1/4'ünü bir yetimhaneye bağışladı. Gerald'ın kaç tane oyuncak arabası kaldı?,"Gerald 20 oyuncak arabasının 1/4'ünü bağışladı. Bu, 20 oyuncak arabasının 1/4'ü yani 5 oyuncak arabası demektir. Geriye 20 - 5 = 15 oyuncak arabası kalmıştır. Gerald'ın 15 oyuncak arabası kaldı."
"Her kurbağanın yaşamak için günde 30 sinek yemesi gerekir. Her balığın yaşamak için günde 8 kurbağa yemesi gerekir. Her bir gharial yaşamak için günde 15 balık yemelidir. Eğer 9 gharial varsa, bu bataklıkta her gün kaç sinek yenir?","Eğer bir gharial günde 15 balık yiyor ve 9 gharial varsa, bu durumda her gün 9 * 15 = 135 balık yenir.

Bir balık ise günde 8 kurbağa yediğine göre, 135 balığın yemesi gereken toplam kurbağa miktarı 135 * 8 = 1080 kurbağa olur.

Her kurbağa günde 30 sinek yediği için, 1080 kurbağa toplamda 1080 * 30 = 32400 sinek yer.

Sonuç olarak, bu bataklıkta her gün 32400 sinek yenir."
"Otobüste 48 yolcu bulunmaktadır. Yolcuların üçte ikisi kadın ve geri kalanı erkektir.  Eğer erkeklerin sekizde biri ayaktaysa, kaç erkek oturmaktadır?","Otobüste 48 yolcu var, bunların üçte ikisi kadın yani 32 kadın yolcu var. Geriye kalan 16 yolcu erkektir. Erkeklerin sekizde biri ayaktaysa, bu 2 erkek ayakta demektir (16 / 8 = 2). Dolayısıyla 16 - 2 = 14 erkek oturmaktadır."
"Darrel'in 76 çeyrekliği, 85 on senti, 20 nikeli ve 150 penisi vardır.  Tüm parasını bir bozuk para sayma makinesine atarsa, makine %10 ücret karşılığında para üstünü dolara çevirecektir.  10'luk ücretten sonra eline ne kadar geçecektir?","Öncelikle Darrel'in sahip olduğu bozuk paraların toplam değerini hesaplayalım:
- 76 çeyreklik: 76 * 0.25 = 19 dolar
- 85 on sent: 85 * 0.10 = 8.50 dolar
- 20 nikel: 20 * 0.05 = 1 dolar
- 150 peni: 150 * 0.01 = 1.50 dolar

Toplam para = 19 + 8.50 + 1 + 1.50 = 30 dolar

Bozuk para sayma makinesi %10 ücret almaktadır:
%10 ücret = 30 * 0.10 = 3 dolar

Darrel'in eline geçecek miktar:
30 - 3 = 27 dolar

Sonuç olarak, Darrel'in eline 27 dolar geçer."
"James 3 çeşit balık yakalar.  200 kilo alabalık, 50 kilo somon ve iki kat daha fazla ton balığı yakalar.  Kaç kilo balık yakaladı?",James toplamda 550 kilo balık yakalamıştır.
Hammond mermerden gerçek boyutlu heykeller oyuyor. Dört heykelden oluşan son seti 80 kiloluk bir mermer blokla başladı. Yonttuğu ilk heykel 10 pound ağırlığındaydı. İkinci heykel 18 kilo ağırlığındaydı. Kalan iki heykel de aynı ağırlıktaydı. Heykelleri yonttuktan sonra attığı mermer 22 pound ağırlığındaydı. Hammond'un oyduğu diğer heykellerin her biri ne kadardı?,"Hammond'un başlangıçtaki mermer bloğu 80 kilogramdı. İlk heykel 10 pound, yani yaklaşık 4.54 kiloydu (1 pound ≈ 0.454 kilogram). İkinci heykel 18 kilo ağırlığındaydı. Toplamda, bunlar 4.54 + 18 = 22.54 kilogram eder. Kalan iki heykelin ağırlığına ve attığı 22 pound (yaklaşık 10 kilogram) değerini ekleyelim:

80 kilo (başlangıçtaki mermer) - 22.54 kilo (ilk iki heykel) - 10 kilo (atılam mermer) = 47.46 kilo (iki heykel için kalan)

Bu 47.46 kilogram iki heykel arasında eşit olarak bölünür:
47.46 kilogram / 2 = 23.73 kilogram.

Kalan iki heykelin her biri 23.73 kilogramdır."
"Johnny odasının zeminindeki oyuncakları topluyor.  Yere 500 parçalık bir lego kutulu seti, 500 parçalık setten 3 kat daha fazla parçaya sahip bir başka lego seti ve onun 1/4'ü kadar parçaya sahip bir başka lego seti atmıştır.  Johnny tüm legoları toplarsa kaç blok toplar?","Johnny'nin yere attığı lego setlerinin toplam parça sayısını hesaplayalım:

1. İlk set 500 parça.
2. İkinci set, ilk setin 3 katı olduğuna göre: \(3 \times 500 = 1500\) parça.
3. Üçüncü set, ikinci setin 1/4’ü olduğuna göre: \( \frac{1500}{4} = 375\) parça.

Şimdi bu parçaları toplayalım:
\(500 + 1500 + 375 = 2375\).

Johnny tüm legoları toplarsa 2375 blok toplar."
"Kenzo'nun şirketinde her biri beş ayaklı 80 ofis sandalyesi ve her biri üç ayaklı 20 yuvarlak masa bulunmaktadır. Bir ay sonra sandalyelerin %40'ı hasar görür ve atılmak zorunda kalırsa, Kenzo'nun şirketinde kalan toplam mobilya ayağı sayısını hesaplayın.","Başlangıçta:

80 sandalye * 5 ayak/sandalye = 400 ayak
20 masa * 3 ayak/masa = 60 ayak
Toplam başlangıçta = 400 + 60 = 460 ayak

Bir ay sonra:

80 sandalyenin %40'ı hasar görür ve atılır:
80 * 0.40 = 32 sandalye atılır
Kalan sandalyeler: 80 - 32 = 48 sandalye

Kalan sandalyeler için ayak sayısı:
48 * 5 = 240 ayak

Masa sayısı aynı kalır, dolayısıyla masa sayısı 20 ve masa ayakları 60 olarak kalır.

Toplam kalan ayak sayısı:
240 (sandalye ayakları) + 60 (masa ayakları) = 300 ayak

Kenzo'nun şirketinde kalan toplam mobilya ayağı sayısı 300 olacaktır."
"Tatoosh sakinlerinin adadaki kedi sayısıyla ilgili şikâyetleri üzerine, yaban hayatı servisi adadaki kedi sayısını büyük ölçüde azaltan bir yeniden yerleştirme misyonu gerçekleştirdi. İlk yeniden yerleştirme görevinde 600 kedi adadan komşu bir adaya yerleştirildi. İkinci görevde ise kalan kedilerin yarısı adanın iç kesimlerindeki bir kurtarma merkezine yerleştirildi. Başlangıçta adada bulunan kedi sayısı 1800 ise, kurtarma görevinden sonra adada kaç kedi kalmıştır?","İlk yeniden yerleştirme görevinde 600 kedi yerleştirildiğinde, adada 1800 - 600 = 1200 kedi kalır. İkinci görevde ise bu kedilerin yarısı yerleştirildiği için, 1200 / 2 = 600 kedi adadan alınır. Dolayısıyla adada kalan kedi sayısı 1200 - 600 = 600'dür. Kurtarma görevinden sonra adada 600 kedi kalmıştır."
"Bay ve Bayan Boyden 3 çocuklarını bir eğlence parkına götürür. Tüm aile için bilet alırlar. Bir yetişkin biletinin maliyeti, bir çocuk biletinin maliyetinden 6 $ daha fazladır. Toplam 5 biletin maliyeti 77 $'dır. Bir yetişkin biletinin maliyeti nedir?",Bir yetişkin biletinin maliyeti 17 $'dır.
John 2 dakika boyunca hapşırma nöbeti geçiriyor.  Her 3 saniyede bir hapşırıyor.  Kaç kez hapşırıyor?,"John 2 dakika boyunca her 3 saniyede bir hapşırıyorsa, toplamda 40 kez hapşırır."
"Lee, Sierra'ya evlenme teklif etmek istiyor. Yüzük için iki aylık maaşını harcaması gerektiğine dair atasözüne uymak istiyor. Yılda 60.000 dolar maaş alıyor ve ayda 1000 dolar biriktirebiliyor. Sierra'ya evlenme teklif etmesi ne kadar sürer?","Lee'nin yıllık maaşı 60.000 dolar olduğu için aylık maaşı 5.000 dolardır. İki aylık maaşı, yani 10.000 dolar, yüzük için harcaması gereken miktardır. Ayda 1.000 dolar biriktirdiğine göre, 10.000 dolar biriktirmesi 10 ay sürecektir."
"Smith'lerin evinde bir ay içinde Kylie 3 banyo havlusu, 2 kızı toplam 6 banyo havlusu ve kocası toplam 3 banyo havlusu kullanıyor. Çamaşır makinesi bir çamaşır yüküne 4 banyo havlusu sığdırabiliyorsa, Smith'lerin tüm kullanılmış havlularını temizlemek için kaç çamaşır yüklemesi gerekir?","Smith'lerin evinde bir ay içinde toplam 12 banyo havlusu kullanılıyor (Kylie 3, kızları toplam 6 ve kocası 3 havlu). Bir çamaşır makinesi yüküne 4 banyo havlusu sığabiliyor.

Toplam havlu sayısı: 12
Bir yükte yıkanan havlu sayısı: 4

12 havluyu yıkamak için gereken yük sayısı:
12 / 4 = 3

Dolayısıyla, Smith'lerin tüm kullanılmış havlularını temizlemek için 3 çamaşır yüklemesi gerekir."
"Carson lise futbol sahasını çim tohumuyla kaplıyor. Her metrekareye gübrenin üç katı kadar tohum gerekiyor. Carson 60 galon tohum ve gübre kullanırsa, kaç galon tohum kullanır?","Carson toplamda 60 galon tohum ve gübre kullanıyorsa ve tohum miktarı gübre miktarının üç katı ise, bu oranı kullanarak hesaplama yapabiliriz.

Let:
- Tohum = 3x
- Gübre = x

Toplam tohum ve gübre: 3x + x = 4x

Buna göre:

4x = 60 galon

x = 60 / 4 = 15 galon

Tohum miktarı (3x):

3 * 15 = 45 galon

Yani Carson, 45 galon tohum kullanır."
"Susie ve Britney'nin her biri iki farklı cinsten tavuk besliyor. Susie'nin 11 Rhode Island Red ve 6 Golden Comet'i var. Britney'de Susie'nin iki katı kadar Rhode Island Red, ama sadece yarısı kadar Golden Comet var. Britney'nin sürüsünde Susie'ninkinden kaç tane daha fazla tavuk vardır?","Susie'nin toplam 17 tavuğu var (11 Rhode Island Red + 6 Golden Comet).

Britney'nin 22 Rhode Island Red'i (Susie's 11'in iki katı) ve 3 Golden Comet'i var (Susie's 6'sının yarısı).
Britney'nin toplam 25 tavuğu var (22 Rhode Island Red + 3 Golden Comet).

Britney'nin sürüsünde, Susie'ninkine göre 8 tavuk daha fazla vardır (25 - 17)."
"Jake'in komşuları çimlerini biçmesi ve çiçek ekmesi için onu işe alır. Çimleri biçmek 1 saat sürüyor ve 15 dolar ödüyorlar. Jake komşuları için çalışarak saatte 20 dolar kazanmak istiyorsa ve çiçekleri dikmek 2 saat sürüyorsa, Jake çiçekleri dikmek için (saat başına değil, toplam olarak) ne kadar ücret almalıdır?","Jake, saatte 20 dolar kazanmak istiyorsa ve çiçekleri dikmek 2 saat sürüyorsa, toplamda kazanmak istediği miktar:

20 dolar/saat * 2 saat = 40 dolar

Jake çiçekleri dikmek için 40 dolar ücret almalıdır."
"Ella 3 saatlik köpek gezdirme karşılığında 33 dolar kazandı. Aynı ücretle köpek gezdirmeye devam ederse, 12 saat sonra ne kadar kazanacaktır?","Ella 3 saatte 33 dolar kazanıyorsa, saatlik ücreti 11 dolardır. 12 saat köpek gezdirirse, toplamda 12 * 11 = 132 dolar kazanacaktır."
"Bir matematik testinde Mark, en düşük puanın iki katı kadar puan almıştır. En yüksek puan 98 ve puan aralığı 75 ise, Mark'ın puanı kaçtır?",Mark'ın puanı 46'dır.
"Marion, hayvan kurtarma günü etkinliğine katılmak için gittikleri hayvan kurtarma merkezinde Martha'dan 20 kaplumbağa daha aldı. Martha 40 kaplumbağa aldıysa, birlikte kaç kaplumbağa almışlardır?","Marion, Martha'dan 20 kaplumbağa fazla aldıysa ve Martha 40 kaplumbağa aldıysa, Marion 60 kaplumbağa almış olur. Toplamda:

Marion'un kaplumbağaları = 60
Martha'nın kaplumbağaları = 40

Toplam kaplumbağa sayısı = 60 + 40 = 100."
Bir fabrikada 300 çalışan vardır. Bunların 200'ü saat başına 12 dolar kazanıyor. Geri kalanların 40'ı saat başına 14 dolar kazanıyor. Diğerlerinin hepsi saat başına 17 dolar kazanıyor. Tüm bu insanları 8 saatlik bir vardiya için çalıştırmanın maliyeti nedir?,"Tüm çalışanların 8 saatlik vardiya için maliyetini hesaplamak için her grubun maliyetini bulup toplamalıyız.

12 dolar/saat kazanan 200 çalışan:
- 200 çalışan * 12 dolar/saat * 8 saat = 19,200 dolar

14 dolar/saat kazanan 40 çalışan:
- 40 çalışan * 14 dolar/saat * 8 saat = 4,480 dolar

17 dolar/saat kazanan (300 - 200 - 40 = 60) çalışan:
- 60 çalışan * 17 dolar/saat * 8 saat = 8,160 dolar

Toplam maliyet:
- 19,200 dolar + 4,480 dolar + 8,160 dolar = 31,840 dolar

Tüm çalışanları 8 saatlik bir vardiya için çalıştırmanın maliyeti 31,840 dolardır."
"Jorge geçen yıl 60 dönümlük arazisinin tamamına mısır ekti.  Tipik olarak, iyi toprakta yetiştirilen mısır dönüm başına 400 kile verir, ancak kil bakımından zengin toprakta, verim dönüm başına iyi topraktakinin sadece yarısı kadardır.  Jorge'nin 60 dönümlük arazisinin üçte biri kil açısından zengin toprak, geri kalanı ise iyi topraktır.  Jorge'nin arazisi geçen yıl kaç kile mısır vermiştir?","Jorge'nin arazisinin toplam verimini hesaplamak için, farklı toprak türlerinden gelen verimleri ayrı ayrı hesaplayalım.

Öncelikle, Jorge'nin arazisinin üçte biri kil açısından zengin toprak olduğundan:
Toplam arazinin üçte biri = 60 dönüm / 3 = 20 dönüm

Geri kalan arazisi iyi topraktır:
İyi toprak alanı = 60 dönüm - 20 dönüm = 40 dönüm

Kil açısından zengin toprakta mısır verimi, iyi toprak veriminin yarısı kadardır. Yani, dönüm başına 400/2 = 200 kile.

Verimleri hesaplayalım:
- Kil açısından zengin toprak (20 dönüm): 20 dönüm * 200 kile/dönüm = 4000 kile
- İyi toprak (40 dönüm): 40 dönüm * 400 kile/dönüm = 16000 kile

Toplam mısır verimi:
4000 kile + 16000 kile = 20000 kile

Sonuç olarak, Jorge'nin arazisi geçen yıl 20000 kile mısır vermiştir."
"Henry, John ve Leo sahilden deniz kabukları topladılar. Henry 11, Paul 24 deniz kabuğu topladı. Başlangıçta toplam 59 deniz kabuğu topladılarsa ve Leo topladıklarının dörtte birini tanıştıkları daha küçük bir çocuğa verdiyse, şimdi toplam kaç deniz kabukları var?","Toplam deniz kabuklarını bulmak için öncelikle Leo'nun topladığı deniz kabuklarını belirleyelim. Henry ve Paul’un topladığı deniz kabukları toplamı 11 + 24 = 35. Başlangıçta toplam 59 deniz kabuğu olduğuna göre, Leo 59 - 35 = 24 deniz kabuğu toplamıştır.

Leo deniz kabuklarının dörtte birini bir çocuğa verdiğine göre, verdiği deniz kabuğu sayısı 24 / 4 = 6’dır. Leo'nun elinde kalan deniz kabukları ise 24 - 6 = 18’dir.

Artık kalan deniz kabuklarının toplamını hesaplayabiliriz:
Henry’nin deniz kabukları: 11
Paul’un deniz kabukları: 24
Leo'nun kalan deniz kabukları: 18

Sonuç olarak toplam deniz kabukları 11 + 24 + 18 = 53’tür."
Mark bir seçim için yarışıyor ve 100.000 seçmenin bulunduğu bir bölgede oyların %70'ini kazanıyor.  Kalan bölgede toplam oyların iki katını aldı.  Toplamda kaç oy almıştır?,"Mark, 100.000 seçmenin bulunduğu ilk bölgede oyların %70'ini kazandıysa:

0.70 × 100,000 = 70,000 oy

Kalan bölgede toplam oyların iki katını aldı. Bu durumda toplam oyların 70,000 × 2 = 140,000 oldu.

Dolayısıyla Mark toplamda:

70,000 İlk Bölge + 140,000 Kalan Bölge = 210,000 oy almıştır."
John kendisi için 10 iğne almaya karar verdi.  Normalde tanesi 20 dolardı ama %15 indirimle satılıyordu.  İğneler için ne kadar harcadı?,"John'un her bir iğne için ödeyeceği fiyat %15 indirimle:
20 dolar * %85 = 17 dolar

10 iğne için toplam maliyet:
10 * 17 dolar = 170 dolar

John, iğneler için 170 dolar harcadı."
"Bir pirinç tarlasında her hasatta toplam 20 çuval pirinç elde edebilirsiniz. Her hasattan sonra verim yüzde yirmi artıyorsa, birinci ve ikinci hasattan sonra elde edebileceğiniz toplam pirinç çuvalı sayısı nedir?","Birinci hasatta 20 çuval pirinç elde ediyorsunuz. İkinci hasatta verim %20 arttığı için 20*1.20 = 24 çuval pirinç elde edersiniz.

Toplamda: 20 + 24 = 44 çuval pirinç elde edersiniz."
Barney mutfak havlularını haftada bir kez yıkıyor. On sekiz havlusu var ve her seferinde iki havlu kullanıyor ve bunları her gün temiz havlularla değiştiriyor. Bir haftalık çamaşır yıkama süresini kaçırdı. Bir sonraki hafta kaç gün Barney'nin temiz havlusu olmayacaktır?,"Barney bir haftada her gün iki havlu kullanır ve dolayısıyla bu da haftada toplam 14 havlu eder. İkinci hafta başında kalan 4 temiz havlusu olacaktır. Bu havlular 2 gün yeterli olacak, yani 5. ve 6. günlerde temiz havlusu olmayacaktır. Sonuç olarak, Barney'nin bir sonraki hafta 5 gün temiz havlusu olmayacaktır."
"Levi ve kardeşi basketbol oynuyorlardı. Levi 8 sayı atmış, kardeşi ise 12 sayı atmıştı. Levi kardeşini en az 5 basket farkla yenmeye kararlıydı. Kardeşi 3 sayı daha atarsa, Levi'nin hedefine ulaşması için kaç sayı daha atması gerekir?",Levi'nin hedefine ulaşması için 12 sayı daha atması gerekir.
"Joseph'in evinde farklı oranlarda enerji tüketen bir buzdolabı, bir su ısıtıcı ve bir elektrikli fırın vardır. Joseph'in buzdolabının kullandığı enerji için ödediği toplam para miktarı, su ısıtıcısının kullandığı enerji için ödediği miktarın üç katıdır. Eğer elektrikli fırın bir ayda 500 $ değerinde enerji kullanıyorsa, Joseph'in su ısıtıcısının kullandığı enerji için ödediğinin iki katı, bu aletlerin kullandığı enerji için ödediği toplam miktarı hesaplayın.","Varsayalım su ısıtıcısının kullandığı enerji için ödediği miktar x $ olsun.

Buzdolabının kullandığı enerji için ödediği miktar 3x $ olur. Elektrikli fırın 500 $ değerinde enerji kullanıyorsa:

Toplam enerji maliyeti:
x (su ısıtıcısı) + 3x (buzdolabı) + 500 $ (elektrikli fırın)

Bu hesaplamayı yaparsak:
x + 3x + 500 = 4x + 500 $

Joseph'in su ısıtıcısının kullandığı enerji için ödediğinin iki katı:
2x

Bu bilgiyi de göz önünde bulundurduğumuzda, toplam enerji için ödediği miktar:
4x + 500 $.

Eğer elektrikli fırının kullanımı 500 $ olarak belirtilmişse ve su ısıtıcısının kullanımı x olarak alındığında x bilinmeyenini denklemde kullanarak ifadeyi oluştururuz.

Ancak doğru ifadeyi elde etmek için genel mantığımızda su ısıtıcısının kullandığının iki katına odaklanırız.

Sonuç:
Joseph'in bu aletlerin kullandığı enerji için ödediği toplam miktar doğrudan 4x + 500 şeklinde ifade edilir."
"Joe takımıyla birlikte bir futbol turnuvası oynamaktadır. Kazanılan maçlar kazanan takıma 3 puan, berabere biten maçlar ise her iki takıma da 1 puan kazandırır. Joe ve takımı 1 maç kazanmış ve 3 maç berabere kalmıştır. Birinci olan takım 2 maç kazanmış ve 2 maç berabere kalmıştır. Birinci olan takım Joe'nun takımını kaç puanla yenmiştir?","Joe'nun takımı 1 maç kazanmış ve 3 maç berabere kalmış:
- Kazanılan maçlardan: 1 maç * 3 puan = 3 puan
- Berabere maçlardan: 3 maç * 1 puan = 3 puan
Toplam: 3 puan + 3 puan = 6 puan

Birinci olan takım 2 maç kazanmış ve 2 maç berabere kalmış:
- Kazanılan maçlardan: 2 maç * 3 puan = 6 puan
- Berabere maçlardan: 2 maç * 1 puan = 2 puan
Toplam: 6 puan + 2 puan = 8 puan

Birinci olan takım Joe'nun takımını 8 puan - 6 puan = 2 puan ile yenmiştir."
"Okul müsameresi için, her sırada 20 sandalye olacak şekilde 40 sıra sandalye yerleştirilmiştir. Eğer sadece 10 koltuk dolu değilse, kaç koltuk boş kalmıştır?","800 koltuktan 10 tanesi dolu değilse, 790 koltuk boş kalmıştır."
Kay'in 14 kardeşi var.  Kay 32 yaşında.  En küçük kardeş Kay'in yaşının yarısından 5 eksiktir.  En büyük kardeş en küçük kardeşten dört kat daha yaşlı.  En büyük kardeş kaç yaşında?,"En küçük kardeş, Kay'in yaşının yarısından 5 eksiktir. Kay 32 yaşında olduğuna göre:

En küçük kardeşin yaşı = (32 / 2) - 5 = 16 - 5 = 11 yaşında.

En büyük kardeş en küçük kardeşten dört kat daha yaşlı olduğuna göre:

En büyük kardeşin yaşı = 11 * 4 = 44 yaşında.

En büyük kardeş 44 yaşındadır."
"Georgie bir futbol takımında birinci sınıf oyuncusudur. 5 saniye içinde 40 metre koşabiliyor. Eğer hızını yüzde kırk artırabilirse, 10 saniye içinde kaç metre koşabilir?",Hızını yüzde kırk artırdığında yeni hızı 40 * 1.4 = 56 metre/5 saniye olur. Bu hızla 10 saniye koştuğunda 56 * 2 = 112 metre koşabilir.
Bir sığır yetiştiricisinin 52 süt ineği vardır. Her inek günde 1000 oz süt vermektedir. İnekler tarafından haftada üretilen süt miktarını hesaplayın.,"Her inek günde 1000 ons süt vermektedir. 52 ineğin günde ürettiği süt miktarı:

52 inek x 1000 ons = 52,000 ons

Bir haftada (7 gün) üretilen süt miktarı:

52,000 ons x 7 gün = 364,000 ons

Bu nedenle, inekler tarafından haftada 364,000 ons süt üretilir."
"James çok fazla sodyum yemekten kaçınmaya çalışıyor. İçinde 2 çay kaşığı tuz ve 8 oz parmesan peyniri bulunan bir tarif hazırlıyor. Tuzda çay kaşığı başına 50 mg sodyum ve parmesanda oz başına 25 mg sodyum vardır. Tuzu azaltamıyorsa, toplam sodyum miktarını 1/3 oranında azaltmak için kaç ons daha az parmesan peyniri kullanması gerekir?","Mevcut tarifin toplam sodyum miktarını hesaplayalım:

- Tuz için: 2 çay kaşığı x 50 mg/çay kaşığı = 100 mg sodyum
- Parmesan için: 8 oz x 25 mg/oz = 200 mg sodyum

Toplam sodyum miktarı: 100 mg + 200 mg = 300 mg

Bu miktarın 1/3'ünü azaltmak: 300 mg x 1/3 = 100 mg

Yeni toplam sodyum miktarı olması gereken: 300 mg - 100 mg = 200 mg

Tuz sodyumu değişmediği için, parmesan sodyumunu azaltmalıyız:
- Yeni parmesan sodyumu: 200 mg - 100 mg (tuz) = 100 mg

Kaç ons parmesan kullanmamız gerektiğini bulalım:
- 100 mg / 25 mg/oz = 4 oz parmesan

Orijinalde 8 oz parmesan kullanıyorduk, bu nedenle azaltmamız gereken miktar:
- 8 oz - 4 oz = 4 oz

Sonuç olarak, James 4 ons daha az parmesan peyniri kullanmalıdır."
"Antoine bir akşam yemeği partisi veriyor ve kasabı kişi başına 1/2 pound et öneriyor.  Eğer 6 kişiyi davet ediyorsa ve dana bonfilenin kilosu 15.00 dolarsa, bu ona ne kadara mal olur?","Antoine'ın 6 misafiri var, yani toplam 7 kişi (kendisi dahil).

Kişi başına 1/2 pound et önerildiğine göre toplam et miktarı:
7 kişi * 1/2 pound = 3.5 pound

Bonfilenin kilosu 15.00 dolar, 1 pound yaklaşık 0.453592 kilogram olduğuna göre, bonfilenin kilogram başına maliyeti:
15.00 dolar / 0.453592 kilogram ≈ 33.07 dolar

3.5 pound etin maliyeti:
3.5 pound * 33.07 dolar/pound ≈ 115.74 dolar

Antoine’a toplam maliyet yaklaşık 115.74 dolar olur."
"Carver 45 yaşına yeni girdi, bu da onu oğlunun iki katından 5 yıl daha az yaşlı yapıyor.  Oğlu kaç yaşında, yıl olarak?",Oğlu 25 yaşında.
"Maria bir çiçekçi dükkanında satış elemanıdır. İlk gün 30 lale ve 20 gül sattı. Ertesi gün, bir önceki günün satışlarını ikiye katladı. Üçüncü gün, ikinci gün sattığı lalelerin sadece %10'unu ve 16 gül satmıştır. Bir lalenin fiyatı 2 dolar ve bir gülün fiyatı 3 dolar. Maria bu üç gün boyunca ne kadar kazandı?","Maria'nın kazancını hesaplayalım.

**İlk gün:**
- 30 lale × 2 dolar = 60 dolar
- 20 gül × 3 dolar = 60 dolar
- Toplam: 60 dolar + 60 dolar = 120 dolar

**İkinci gün:**
- 30 lale × 2 = 60 lale
- 20 gül × 2 = 40 gül
- 60 lale × 2 dolar = 120 dolar
- 40 gül × 3 dolar = 120 dolar
- Toplam: 120 dolar + 120 dolar = 240 dolar

**Üçüncü gün:**
- 60 lalenin %10'u = 6 lale
- 6 lale × 2 dolar = 12 dolar
- 16 gül × 3 dolar = 48 dolar
- Toplam: 12 dolar + 48 dolar = 60 dolar

**Toplam Kazanç:**
- 120 dolar + 240 dolar + 60 dolar = 420 dolar

Maria bu üç gün boyunca toplam 420 dolar kazandı."
